"Player","WS/48","Composite.Rating","Age","Is.Big","Is.Guard"
"Mamadou NDiaye",0.075,-1.81943919127794,9,1,0
"Taj Gibson",0.103,-0.555598345324831,6,1,0
"Tarik Black",0.124,-1.03883160995396,5,1,0
"Nik Stauskas",0.021,-1.74509561210422,3,0,1
"Norvel Pelle",0.08,-0.741457293259111,8,1,0
"Robert Hite",-0.055,-1.22469055788824,5,0,1
"Emeka Okafor",0.074,-2.5257031934282,4,1,0
"Jordan Bell",0.174,-1.55923666416994,5,1,0
"Luke Ridnour",0.051,-1.37337771623566,4,0,1
"Shake Milton",0.059,-2.15398529755964,4,0,1
"Jared Terrell",-0.14,-1.37337771623566,5,0,1
"AJ Hammons",-0.001,-1.63358024334366,6,1,0
"Damian Jones",0.173,-1.89378277045165,5,1,0
"Lawrence Roberts",0.144,-2.07964171838593,5,1,0
"Jarell Eddie",0.046,-2.15398529755964,6,0,0
"Mikal Bridges",0.058,-2.41418782466763,4,0,0
"Tyshawn Taylor",-0.077,-1.55923666416994,4,0,1
"Malcolm Delaney",0.005,-1.5964084537568,9,0,1
"Draymond Green",0.028,-2.37701603508078,4,0,0
"Toney Douglas",0.097,-2.56287498301506,5,0,1
"Dexter Pittman",0.101,-1.89378277045165,5,1,0
"Aaron Holiday",0.065,-1.07600339954081,4,0,1
"Jeremy Lamb",0.058,-1.74509561210422,2,0,0
"Montrezl Harrell",0.118,-2.00529813921222,4,1,0
"Jon Leuer",0.122,-2.11681350797278,4,1,0
"Anthony Morrow",0.096,-2.22832887673335,5,0,1
"CJ Watson",0.056,-2.04246992879907,5,0,1
"Cody Martin",0.052,-1.44772129540938,6,0,0
"Renaldo Balkman",0.125,-1.81943919127794,4,0,0
"Josh Hart",0.111,-2.33984424549392,4,0,1
"Derrick Williams",0.059,-2.56287498301506,2,1,0
"Terrel Harris",0.011,-1.29903413706195,6,0,1
"Myke Henry",0.017,-1.29903413706195,7,0,0
"Wesley Matthews",0.108,-1.11317518912767,5,0,1
"Denzel Valentine",0.031,-2.11681350797278,5,0,1
"Alex Caruso",0.041,-1.85661098086479,5,0,1
"Donald Sloan",-0.024,-2.1911570871465,6,0,1
"Bruno Fernando",0.055,-1.44772129540938,3,1,0
"Devonte Graham",0.035,-1.26186234747509,5,0,1
"Hamidou Diallo",0.069,-0.555598345324831,2,0,1
"Moritz Wagner",0.02,-2.45135961425449,3,1,0
"Sviatoslav Mykhailiuk",-0.012,-2.37701603508078,3,0,0
"Lauri Markkanen",0.079,-1.52206487458309,2,1,0
"Domantas Sabonis",0.022,-2.26550066632021,2,1,0
"Jamal Murray",0.037,-1.48489308499623,1,0,1
"Thon Maker",0.113,-0.221052239043126,1,1,0
"Tyrone Wallace",0.042,-2.33984424549392,5,0,1
"Terry Rozier",-0.047,-0.815800872432823,3,0,1
"Cory Jefferson",0.071,-2.26550066632021,6,1,0
"Semaj Christon",0.006,-0.667113714085399,6,0,1
"Glen Rice",0.108,-2.22832887673335,13,0,0
"Jeff Taylor",0.039,-2.37701603508078,5,0,0
"Khris Middleton",0.089,-2.5257031934282,3,0,1
"Markieff Morris",0.059,-1.33620592664881,4,1,0
"Greivis Vasquez",0.03,-2.30267245590706,6,0,1
"Nick Young",0.017,-2.15398529755964,4,0,1
"Bobby Jones",0.045,-2.45135961425449,5,0,0
"Josh Boone",0.122,-2.37701603508078,4,1,0
"Paul Millsap",0.153,-1.29903413706195,3,1,0
"Will Blalock",-0.032,-2.33984424549392,5,0,1
"Channing Frye",0.108,-2.07964171838593,4,1,0
"Dorell Wright",0.064,-0.332567607803694,2,0,0
"Brian Cook",0.122,0.410868183933426,5,1,0
"Dahntay Jones",-0.114,-2.22832887673335,5,0,1
"Jason Kapono",0.056,0.782586079801986,4,0,0
"Keith Bogans",0.034,1.07996039649683,5,0,0
"Kirk Hinrich",0.072,-1.15034697871453,5,0,1
"Luke Walton",0.103,-1.48489308499623,5,1,0
"Matt Bonner",0.13,-0.258224028629982,6,1,0
"Nick Collison",0.135,0.336524604759714,6,1,0
"Reece Gaines",-0.065,-0.295395818216838,5,0,1
"Steve Blake",0.026,-0.890144451606535,5,0,1
"Carlos Boozer",0.139,0.856929658975699,3,1,0
"Casey Jacobsen",0.051,0.485211763107139,3,0,0
"Chris Jefferies",-0.039,-2.07964171838593,4,0,0
"Curtis Borchardt",0.026,-1.18751876830138,5,1,0
"Dan Gadzuric",0.075,1.00561681732312,6,1,0
"Darius Songaila",0.129,-1.0016598203671,7,1,0
"Drew Gooden",0.043,0.37369639434657,3,0,0
"Frank Williams",-0.035,0.37369639434657,4,0,1
"Fred Jones",0.019,-0.852972662019679,5,0,1
"Jay Williams",0.02,1.04278860690998,3,0,1
"John Salmons",0.058,-1.89378277045165,5,0,1
"Kareem Rush",-0.033,-0.109536870282558,4,0,1
"Lonny Baxter",0.063,-1.81943919127794,6,1,0
"Matt Barnes",0.045,-0.852972662019679,5,0,0
"Mike Dunleavy",0.055,0.18783744641229,4,0,0
"Rasual Butler",0.002,-0.221052239043126,5,0,1
"Roger Mason",0.038,-0.221052239043126,4,0,0
"Tayshaun Prince",0.084,0.708242500628275,4,0,0
"Vincent Yarbrough",0.035,0.745414290215131,3,0,1
"Bobby Simmons",0.092,0.18783744641229,3,0,0
"Gilbert Arenas",0.114,-2.5257031934282,2,0,1
"Jamison Brewer",0.014,-1.03883160995396,5,0,1
"Jason Richardson",0.052,0.633898921454562,3,0,1
"Joe Johnson",0.075,0.225009235999146,2,0,1
"Kenny Satterfield",-0.014,0.671070711041419,2,0,1
"Richard Jefferson",0.117,-0.0723650806957022,3,0,0
"Rodney White",-0.056,-1.70792382251737,3,0,0
"Samuel Dalembert",0.072,0.0763220776517221,2,1,0
"Steven Hunter",0.094,-0.18388044945627,2,1,0
"Troy Murphy",0.046,-0.555598345324831,3,1,0
"DerMarr Johnson",0,0.522383552693995,2,0,0
"Donnell Harvey",0.105,1.11713218608369,3,1,0
"Erick Barkley",0.044,0.0763220776517221,5,0,1
"Jamal Crawford",-0.043,-0.555598345324831,2,0,1
"Jerome Moiso",-0.096,-1.63358024334366,4,1,0
"Joel Przybilla",0.018,0.856929658975699,3,1,0
"Keyon Dooling",0.056,0.448039973520282,2,0,1
"Mike Miller",0.106,0.671070711041419,2,0,0
"Quentin Richardson",0.106,0.819757869388842,2,0,1
"Stromile Swift",0.069,0.968445027736267,3,1,0
"Corey Maggette",0.091,0.55955534228085,2,0,0
"Jonathan Bender",-0.074,0.856929658975699,1,0,0
"Al Harrington",-0.049,1.11713218608369,0,1,0
"Rashard Lewis",-0.136,1.07996039649683,1,0,0
"Adam Harrington",0.017,0.225009235999146,4,0,1
"Brandon Sampson",0.01,-0.964488030780247,3,0,1
"Damien Wilkins",0.092,0.745414290215131,7,0,0
"Gerald Brown",-0.06,-2.1911570871465,5,0,1
"Jamario Moon",0.126,-1.78226740169108,9,0,0
"Jeremy Pargo",-0.085,-1.96812634962536,7,0,1
"Luguentz Dort",0.04,-1.67075203293051,2,0,1
"Marquis Daniels",0.146,-1.96812634962536,5,0,1
"Matt Carroll",0.078,-0.332567607803694,6,0,1
"Ronald Dupree",0.028,-1.41054950582252,5,0,0
"Udonis Haslem",0.128,-1.52206487458309,5,1,0
